,Rate
8645,70.49790205038478
8649,87.83641346356546
8944,0.0
8946,0.0
8949,0.26532870246304635
8952,1.5180680458820888
8956,4.982180401430882
8960,20.559009251554162
8964,60.87044739778837
8968,83.97661574238556
9263,0.0
9265,0.0
9268,0.0
9271,0.5976303954819142
9275,7.556592305417748
9279,25.779714769344512
9283,60.22181702604595
9287,91.60025648071813
9582,0.1166823020951474
9584,0.0
9587,0.27028268866407384
9590,0.8786496911546336
9594,5.225479437738413
9598,27.738057092573374
9602,56.86781940758567
9606,116.76786548341894
9901,0.0
9903,0.0
9906,0.0
9909,2.006874980289621
9913,5.850157954264766
9917,21.476159129001687
9921,54.40563869783759
9925,90.17640759736233
10220,0.11625419677650363
10222,0.0
10225,0.5649621757823313
10228,0.8428931464358264
10232,4.219176481661187
10236,29.169667192328376
10240,74.10653810908802
10244,110.39607959288078
10539,0.0
10541,0.0
10544,0.2797930650490897
10547,1.379063064553942
10551,4.798679403428176
10555,31.319770381340575
10559,72.02580402718192
10563,139.42140118508192
10858,0.0
10860,0.0
10863,0.28750916435461377
10866,1.633728877247058
10870,1.9541427826993225
10874,22.886398698018205
10878,78.04669028471739
10882,139.34045517882026
48,0.07789982083041208
49,0.2303086135421465
51,0.8002133902373967
53,0.24606299212598423
56,2.6423957721667644
59,7.642799678197907
62,21.170610211706098
65,0.0
240,0.07844983133286264
241,0.2268602540834846
243,0.2675943270002676
245,0.5055611729019213
248,2.0307513780098634
251,7.165605095541401
254,20.78239608801956
257,15.625
432,0.0
433,0.0
435,0.8134490238611713
437,0.5169294391315586
440,3.4632034632034627
443,9.846396218983852
446,22.565320665083135
449,29.850746268656717
624,0.07987220447284345
625,0.0
627,0.0
629,0.7894736842105263
632,3.4532374100719423
635,7.439310884886451
638,9.22722029988466
641,7.352941176470588
816,0.08053475074494645
817,0.0
819,0.5380683346785041
821,1.337971635001338
824,2.613240418118467
827,11.718749999999998
830,14.492753623188406
833,6.8965517241379315
1008,0.0
1009,0.21881838074398252
1011,0.0
1013,1.90424374319913
1016,4.67699503069278
1019,7.003891050583656
1022,11.840688912809473
1025,14.285714285714286
1200,0.0
1201,0.2198768689533861
1203,0.5227391531625718
1205,1.654259718775848
1208,3.8280329799764434
1211,9.735202492211839
1214,14.659685863874344
1217,14.084507042253518
2727,0.07660498943617194
2728,0.0
2730,0.0
2732,1.0356147927216992
2735,4.090447985863412
2738,9.420528781527068
2741,15.807483448634978
2744,6.524859715516116
2956,0.0
2957,0.0
2959,0.0
2961,1.0415364746073408
2964,3.7924346346801903
2967,16.28972007596933
2970,18.940248027057496
2973,6.364157067396423
3185,0.07827010543765904
3186,0.21609193415246583
3188,0.22739314227761517
3190,1.304798265140227
3193,4.806678078076475
3196,16.468470538672182
3199,18.457968568716378
3202,26.007802340702206
3414,0.0
3415,0.0
3417,0.22351763107073885
3419,1.3088594075578777
3422,5.287801834338456
3425,13.0056436611281
3428,17.05975178061159
3431,69.21286100799092
3643,0.0
3644,0.0
3646,0.0
3648,1.8406085577780174
3651,7.579530935314118
3654,13.86823634556563
3657,51.68475633138265
3660,47.81543243081704
3872,0.0
3873,0.0
3875,0.0
3877,0.5321257626027335
3880,4.408976676513381
3883,13.682282204671736
3886,32.87392029718024
3889,22.628274028398483
4101,0.0
4102,0.0
4104,0.0
4106,1.8712524827510624
4109,4.206393718452048
4112,13.56320453312436
4115,37.866275650373424
4118,21.349274124679756
4330,0.08311363628807851
4331,0.0
4333,0.2155534766620251
4335,1.5899388668505696
4338,5.400749851479379
4341,10.52964093924397
4344,25.349546480769995
4347,60.22886970487854
4559,0.0
4560,0.0
4562,0.0
4564,0.7820136852394917
4567,5.744567793080669
4570,13.880760515613975
4573,39.62888712760502
4576,28.506271379703534
4788,0.0
4789,0.0
4791,0.21609333503326753
4793,0.7732317478645918
4796,5.211394424387011
4799,19.08254134550625
4802,37.696367301093964
4805,45.898930554918074
5017,0.08476594850129565
5018,0.1956740383599385
5020,0.21619144184558312
5022,0.5100505460091096
5025,5.832689307222327
5028,18.16577567862148
5031,39.73196207125775
5034,66.86279753944905
5246,0.0
5247,0.0
5249,0.22156736755810605
5251,1.223301445942309
5254,5.555961693106222
5257,16.512246582882305
5260,32.46050638389959
5263,58.99953643221375
5475,0.0
5476,0.0
5478,0.22369513038070674
5480,1.426180877766791
5483,7.006460540490044
5486,25.647787246186244
5489,44.52855393521095
5492,59.23234876006949
5704,0.0
5705,0.0
5707,0.22422479881429927
5709,0.6988478328728702
5712,8.743245842586601
5715,18.957617206362606
5718,43.85501855716989
5721,41.81396586459877
5933,0.0
5934,0.0
5936,0.223161484113134
5938,0.6882565086123831
5941,4.950120258803935
5944,18.905859725792315
5947,38.93868714322428
5950,57.97731637496829
6162,0.0
6163,0.19397024108561267
6165,0.22072131726482144
6167,0.904128476656533
6170,5.84014927421545
6173,22.107101537917362
6176,45.23829270683324
6179,38.53699551569507
6391,0.0
6392,0.0
6394,0.0
6396,1.3438120813185483
6399,8.74821755067405
6402,21.57176330568676
6405,49.92401271593971
6408,78.19139894611592
6620,0.0912916027245066
6621,0.3986883154421951
6623,0.21373092985778347
6625,0.8918836359420188
6628,4.315131151219456
6631,24.26278462112728
6634,40.42416498834196
6637,75.53118124199534
6849,0.0
6850,0.0
6852,0.0
6854,1.1153917367318578
6857,7.930393800697874
6860,21.728380261639664
6863,45.50496288501464
6866,70.47216349541931
7078,0.0
7079,0.0
7081,0.20614816280757306
7083,1.1152399773383237
7086,6.717194899410009
7089,22.792831841212426
7092,46.960861276213976
7095,77.7339013090389
7317,0.0
7319,0.4406208347561714
7322,0.609455086207422
7325,0.6694366467472075
7329,6.628570797278973
7333,22.267499471146888
7337,64.3280456592256
7341,80.01723448127288
7636,0.0
7638,0.2276996641429954
7641,0.0
7644,1.3681231858116505
7648,8.236400639782346
7652,26.53947378121153
7656,56.18278131521217
7660,89.48131691814002
7955,0.0
7957,0.0
7960,0.0
7963,0.6901406506646054
7967,7.99863765139357
7971,29.197186851046904
7975,68.70064186028253
7979,84.1803329799838
8274,0.0
8276,0.0
8279,0.39364809434957526
8282,0.9220924121015408
8286,6.316305416105568
8290,32.97017829257954
8294,51.00130408397784
8298,123.78853295492286
8593,0.0
8595,0.0
8598,0.19642120563336016
8601,0.9168634102734544
8605,7.978776454630682
8609,23.78001325915891
8613,69.34278449803529
8617,94.565277855037
8912,0.0
8914,0.0
8917,0.1971091965237822
8920,1.3601340185386266
8924,5.656164235335781
8928,26.289727199063652
8932,69.42852047185916
8936,100.24160797820387
9231,0.0
9233,0.0
9236,0.19889770889729116
9239,1.3420687094443615
9243,5.866722726461608
9247,35.10833428866215
9251,67.32439030528779
9255,130.7031344547985
9550,0.0
9552,0.24118702606749376
9555,0.607554330546009
9558,1.75991657995411
9562,6.323003329304446
9566,26.811826837933083
9570,73.19554375604794
9574,97.15025906735751
9869,0.0
9871,0.0
9874,0.0
9877,0.4315562565947191
9881,7.2660337143964355
9885,28.361239178630846
9889,79.68078651065579
9893,121.76762309599717
10188,0.0
10190,0.22881619652565488
10193,0.21270305165068204
10196,1.0559305282186875
10200,5.317053482307505
10204,22.790666031702838
10208,72.5497955414853
10212,110.43387771571773
10507,0.09003647377552647
10509,0.0
10512,0.2111169989296368
10515,1.2244273251364726
10519,6.626591565295593
10523,29.612276591824383
10527,90.94376155132457
10531,171.37960582690664
10826,0.0
10828,0.22030168112212864
10831,0.21745512269905298
10834,1.007920237224107
10838,7.731653631581872
10842,31.783424009572418
10846,92.28688035951757
10850,179.8489269014028
70,0.13777900248002203
72,0.0
74,0.45330915684496825
76,0.8445945945945947
78,4.147226542249871
81,6.949270326615705
84,8.146639511201629
86,22.222222222222225
262,0.13795006207752794
264,0.0
266,0.0
268,0.8587376556462001
270,3.037974683544304
273,5.460750853242321
276,17.82178217821782
278,0.0
454,0.0
456,0.0
458,0.0
460,2.1968365553602816
462,2.985074626865672
465,6.085192697768762
468,9.45179584120983
470,0.0
646,0.0
648,0.0
650,0.0
652,1.3386880856760377
654,1.4778325123152707
657,7.984031936127745
660,14.678899082568803
662,11.111111111111112
838,0.0
840,0.0
842,0.0
844,0.0
846,3.4414945919370696
849,5.277044854881266
852,1.7730496453900708
854,0.0
1030,0.0
1032,0.0
1034,0.4314063848144953
1036,1.8315018315018314
1038,2.446183953033268
1041,6.535947712418301
1044,20.477815699658702
1046,10.989010989010989
1222,0.0
1224,0.3546099290780142
1226,0.0
1228,0.9229349330872173
1230,1.9493177387914227
1233,12.313674659753728
1236,11.551155115511548
1238,21.276595744680847
2773,0.0
2774,0.0
2776,0.0
2778,0.0
2780,3.3809565208991414
2783,5.1900869339561435
2786,20.646718759926305
2789,10.616838305552607
3002,0.13959948906587002
3003,0.0
3005,0.0
3007,0.9301330555335942
3009,3.343555058798804
3012,8.530855447935533
3015,12.287087806601239
3018,10.479983232026827
3231,0.28135053885661954
3232,0.0
3234,0.0
3236,0.4639187214400037
3238,5.164828457265739
3241,8.0687999677248
3244,20.76288782108323
3247,20.519134092541297
3460,0.0
3461,0.0
3463,0.0
3465,1.8512861810743013
3467,2.313797172539855
3470,13.684008867237747
3473,22.962112514351322
3476,19.714144898965007
3689,0.0
3690,0.0
3692,0.0
3694,1.3850159738508983
3696,6.606297689211442
3699,10.59518448864991
3702,33.49990229195165
3705,18.58390633711206
3918,0.0
3919,0.0
3921,0.0
3923,0.9271406518725923
3925,1.9110410396063255
3928,10.323779535688015
3931,20.485646390429103
3934,53.17263381779511
4147,0.0
4148,0.0
4150,0.7082779991146524
4152,0.0
4154,2.9039658493616116
4157,14.549134959041023
4160,31.973568516692858
4163,50.09183503088997
4376,0.0
4377,0.0
4379,0.35193423053099837
4381,0.0
4383,3.4167008336750033
4386,13.119424244696006
4389,24.68975375219284
4392,55.657151944024804
4605,0.0
4606,0.0
4608,0.0
4610,0.4386984693810403
4612,5.4134391086526445
4615,6.789285273423035
4618,17.7906548231736
4621,45.004500450045
4834,0.0
4835,0.0
4837,0.0
4839,0.42900226942200526
4841,5.442769281010177
4844,19.530415570623813
4847,31.251562578128908
4850,57.15510466528542
5063,0.0
5064,0.0
5066,0.0
5068,1.257829991698322
5070,4.972378437778142
5073,12.605344666138441
5076,21.105165799699563
5079,27.153621614282805
5292,0.0
5293,0.0
5295,0.0
5297,2.387660570173344
5299,5.4724190081986785
5302,15.382248884786957
5305,38.45056621559605
5308,45.004500450045
5521,0.0
5522,0.3230735929337344
5524,0.36343019959586553
5526,0.38455474329048117
5528,7.4333230918659625
5531,17.425751775974536
5534,36.58105858015036
5537,36.54080389768575
5750,0.14874577561997238
5751,0.3209767965873747
5753,0.3635121085883371
5755,1.1251969094591554
5757,6.408802737051754
5760,15.482361576219091
5763,26.78947301279516
5766,70.23705004389817
5979,0.0
5980,0.0
5982,0.36138265001897263
5984,1.4638716477339269
5986,6.874910994455875
5989,16.847731365828153
5992,26.605071894160183
5995,33.36113427856547
6208,0.0
6209,0.0
6211,0.0
6213,0.3579713050201896
6215,4.906723192117839
6218,13.506212857914639
6221,45.15247643966934
6224,58.99705014749262
6437,0.0
6438,0.0
6440,0.0
6442,1.0597785769293269
6444,6.333986221143819
6447,19.48247462850463
6450,36.87604063069204
6453,52.27118289686895
6666,0.0
6667,0.0
6669,0.0
6671,0.7031285705747724
6673,7.622859048571906
6676,25.474688231286468
6679,53.37806923898125
6682,50.38798750377909
6895,0.1513415673235395
6896,0.33290832037765117
6898,0.33651564966028746
6900,0.3511803170455903
6902,5.53497875951901
6905,22.615682190150277
6908,48.06716585308537
6911,87.64668646832544
7124,0.0
7125,0.0
7127,0.0
7129,1.4086342234727764
7131,6.708197865004226
7134,18.429563397698082
7137,47.07999414115628
7140,98.76310962705166
7381,0.0
7383,0.0
7386,0.0
7389,0.0
7392,4.340786463691492
7396,15.957635433042945
7400,40.673967643858745
7404,77.95661943412667
7700,0.0
7702,0.0
7705,0.0
7708,0.7177385493786178
7711,5.767274015546922
7715,19.291815009032078
7719,55.55776022858049
7723,98.76543209876542
8019,0.14782490435728687
8021,0.0
8024,0.0
8027,0.7224963694557435
8030,5.162827640984909
8034,30.024828223338528
8038,67.80711781002381
8042,80.74283407347596
8338,0.0
8340,0.0
8343,0.0
8346,0.7205519427881757
8349,3.0941072726991443
8353,19.431014184640354
8357,53.34603477018337
8361,103.39479579527827
8657,0.0
8659,0.0
8662,0.0
8665,0.0
8668,5.2892661898771
8672,17.53482926167056
8676,54.89149465754332
8680,74.5829244357213
8976,0.0
8978,0.38308892260071403
8981,0.0
8984,0.7042079948733658
8987,5.546557806225455
8991,20.79387648437368
8995,58.165716001200835
8999,93.60599078341012
9295,0.0
9297,0.0
9300,0.0
9303,0.0
9306,6.205376045788375
9310,27.156292778088748
9314,75.2732138874433
9318,77.32651963421193
9614,0.0
9616,0.0
9619,0.0
9622,1.0142742191778968
9625,3.9913786221760996
9629,27.43971333570068
9633,60.49884043889159
9637,92.88917360666238
9933,0.0
9935,0.0
9938,0.0
9941,1.653346207389135
9944,6.169725519799375
9948,29.61069725399744
9952,51.58884594846545
9956,104.3585021485574
10252,0.0
10254,0.0
10257,0.0
10260,0.9681448086461786
10263,6.540222367560497
10267,22.102333805519557
10271,64.14996837050171
10275,90.02991316469665
10571,0.0
10573,0.0
10576,0.0
10579,0.9398437353149416
10582,4.307389685955397
10586,23.543953618411372
10590,65.93464557930179
10594,143.12837739155836
10890,0.0
10892,0.0
10895,1.0014755072473445
10898,0.6162036922925243
10901,6.596644506827527
10905,26.79045705443544
10909,66.15404441771554
10913,109.58134307389713
90,0.09725734292939116
91,0.0
93,0.3181673560292714
96,1.1922503725782414
98,1.485332343111771
100,6.100942872989463
103,8.741258741258742
105,0.0
282,0.0
283,0.2699784017278618
285,0.0
288,1.5318627450980389
290,3.2691609153650565
292,6.521739130434782
295,15.228426395939087
297,10.416666666666668
474,0.09854158454867955
475,0.0
477,0.0
480,0.6255864873318736
482,4.634581105169341
484,5.876068376068376
487,13.223140495867769
489,42.10526315789475
666,0.0991375037176564
667,0.0
669,0.0
672,1.9144862795149966
674,2.1231422505307855
676,7.911392405063292
679,14.218009478672986
681,10.638297872340425
858,0.0
859,0.0
861,0.3197953309881676
864,1.6170763260025873
866,3.189227498228207
868,12.415933781686496
871,16.591251885369534
873,0.0
1050,0.0
1051,0.0
1053,0.3119151590767311
1056,0.9823182711198426
1058,5.322924059616749
1060,8.69120654396728
1063,23.121387283236995
1065,10.0
1242,0.0
1243,0.2685284640171858
1245,0.30721966205837176
1248,1.9887305270135895
1250,3.556187766714083
1252,8.068582955118508
1255,20.891364902506965
1257,9.433962264150942
2795,0.0
2796,0.0
2798,0.3033317964522313
2800,1.3374482156768992
2803,3.547759944371124
2806,9.567739596342102
2809,14.665493427192493
2812,9.704968944099377
3024,0.10176045588684238
3025,0.0
3027,0.2928832303848778
3029,1.3436751530949878
3032,2.814681378068003
3035,7.635802751943313
3038,12.874983906270117
3041,19.12777352716144
3253,0.10261409404581719
3254,0.0
3256,0.5741665255173957
3258,0.336041830487059
3261,4.1522491349480966
3264,9.916751480988545
3267,21.178786330962144
3270,9.777082518576458
3482,0.10360214290672387
3483,0.0
3485,0.28285982598463505
3487,1.3459810687762677
3490,1.7095536697279072
3493,9.563175399262573
3496,29.995440693014665
3499,9.36066647945334
3711,0.0
3712,0.0
3714,0.0
3716,1.011862400205071
3719,4.886732521204928
3722,9.239819515525463
3725,26.714985945594346
3728,26.59574468085107
3940,0.0
3941,0.0
3943,0.2763660080864694
3945,1.0232831015028616
3948,5.319224386161506
3951,13.021094172559547
3954,30.654298981596074
3957,33.0988829127017
4169,0.0
4170,0.27244096204352514
4172,0.0
4174,0.6817701480122991
4177,2.8789612707735044
4180,12.313269271497736
4183,29.735027862822406
4186,38.346498964644525
4398,0.0
4399,0.0
4401,0.2747426348368166
4403,1.0082237450134934
4406,4.7347450157703435
4409,18.538393989657525
4412,32.15365158303145
4415,28.490028490028493
4627,0.0
4628,0.0
4630,0.0
4632,1.9758420380152004
4635,6.627734861148953
4638,10.662272517992584
4641,30.265396215781838
4644,72.7802037845706
4856,0.0
4857,0.0
4859,0.2780125439259819
4861,0.6480986406131013
4864,4.82541285118798
4867,21.682044857741694
4870,37.95338913507304
4873,49.81940465811433
5085,0.10979889234877399
5086,0.0
5088,1.1179336115124803
5090,1.2751727062033964
5093,4.48864932801179
5096,16.66912734737033
5099,29.43863567150543
5102,47.32887653079335
5314,0.0
5315,0.0
5317,0.0
5319,1.5392951259759133
5322,4.880337869544814
5325,12.672902986580803
5328,27.341772151898738
5331,45.05011825656043
5543,0.0
5544,0.0
5546,0.0
5548,1.8043756108563265
5551,6.369760871683041
5554,18.91693619455838
5557,28.6899943644654
5560,42.582636929791875
5772,0.0
5773,0.0
5775,0.29032716968752087
5777,1.1821972909949074
5780,4.1152571287476905
