"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","57076451.0","769297.0","3024773.0","3617715.0","3378034.0","4050090.0","4616425.0","4567032.0","3967945.0","3792876.0","4069433.0","3286267.0","3083360.0","2964953.0","2923980.0","2967364.0","2084548.0","1875574.0","1220534.0","816251.0"
"","GREAT BRITAIN","55486016.0","742949.0","2916997.0","3485731.0","3252420.0","3916331.0","4485151.0","4445097.0","3859563.0","3694892.0","3972874.0","3200498.0","3006770.0","2892403.0","2853865.0","2900646.0","2033858.0","1833215.0","1194047.0","798709.0"
"","ENGLAND & WALES","50407826.0","678761.0","2656124.0","3164078.0","2944308.0","3543934.0","4064158.0","4037351.0","3495465.0","3361154.0","3628772.0","2908603.0","2724207.0","2616455.0","2587327.0","2643871.0","1853259.0","1674370.0","1092767.0","732862.0"
"","ENGLAND","47552651.0","640797.0","2504163.0","2980872.0","2773467.0","3342739.0","3852634.0","3825285.0","3313494.0","3174516.0","3428118.0","2741376.0","2567944.0","2463199.0","2428960.0","2481506.0","1736766.0","1576036.0","1029413.0","691366.0"
"","WALES","2855175.0","37964.0","151961.0","183206.0","170841.0","201195.0","211524.0","212066.0","181971.0","186638.0","200654.0","167227.0","156263.0","153256.0","158367.0","162365.0","116493.0","98334.0","63354.0","41496.0"
"","SCOTLAND","5078190.0","64188.0","260873.0","321653.0","308112.0","372397.0","420993.0","407746.0","364098.0","333738.0","344102.0","291895.0","282563.0","275948.0","266538.0","256775.0","180599.0","158845.0","101280.0","65847.0"
"","NORTHERN IRELAND","1590435.0","26348.0","107776.0","131984.0","125614.0","133759.0","131274.0","121935.0","108382.0","97984.0","96559.0","85769.0","76590.0","72550.0","70115.0","66718.0","50690.0","42359.0","26487.0","17542.0"
"A","NORTH EAST","2582114.0","33232.0","137704.0","167801.0","158076.0","179519.0","200314.0","202020.0","179999.0","170806.0","179963.0","145054.0","144118.0","142645.0","142387.0","142646.0","93511.0","79788.0","50473.0","32058.0"
"B","NORTH WEST","6824728.0","93941.0","373754.0","444035.0","416364.0","482847.0","536541.0","532482.0","461433.0","443673.0","482995.0","390919.0","374847.0","360692.0","355910.0","360461.0","249492.0","224693.0","145115.0","94534.0"
"D","YORKSHIRE AND THE HUMBER","4912364.0","65629.0","262364.0","310620.0","294165.0","355631.0","399557.0","384445.0","335293.0","321827.0","347444.0","279040.0","266915.0","257060.0","254814.0","261145.0","180683.0","161910.0","104574.0","69248.0"
"E","EAST MIDLANDS","3976079.0","52364.0","208112.0","251935.0","241226.0","282533.0","314135.0","309028.0","274293.0","269777.0","295754.0","235214.0","215247.0","206441.0","205275.0","210091.0","143299.0","126596.0","81914.0","52845.0"
"F","WEST MIDLANDS","5213605.0","71591.0","281621.0","338029.0","319884.0","379206.0","417103.0","404904.0","351997.0","342026.0","376909.0","310509.0","289253.0","276055.0","271852.0","273704.0","185321.0","160259.0","100485.0","62897.0"
"G","EAST","5070133.0","67243.0","265325.0","322773.0","307094.0","355208.0","389434.0","394190.0","353783.0","350146.0","383490.0","299994.0","274389.0","261263.0","256167.0","261908.0","183647.0","165439.0","107188.0","71452.0"
"H","LONDON","6751562.0","101140.0","363362.0","402510.0","340443.0","439662.0","659460.0","669474.0","525718.0","453536.0","457440.0","362774.0","346459.0","330657.0","314943.0","312068.0","223829.0","212235.0","138849.0","97003.0"
"J","SOUTH EAST","7568528.0","98229.0","386035.0","468067.0","435217.0","543315.0","588848.0","587854.0","525299.0","518426.0","568076.0","448422.0","407311.0","384019.0","374483.0","388118.0","280613.0","262719.0","178399.0","125078.0"
"K","SOUTH WEST","4653538.0","57428.0","225886.0","275102.0","260998.0","324818.0","347242.0","340888.0","305679.0","304299.0","336047.0","269450.0","249405.0","244367.0","253129.0","271365.0","196371.0","182397.0","122416.0","86251.0"
"W","WALES","2855175.0","37964.0","151961.0","183206.0","170841.0","201195.0","211524.0","212066.0","181971.0","186638.0","200654.0","167227.0","156263.0","153256.0","158367.0","162365.0","116493.0","98334.0","63354.0","41496.0"
"00EB","HARTLEPOOL UA","89618.0","1311.0","5284.0","6186.0","5735.0","6206.0","6495.0","6988.0","6226.0","5804.0","6086.0","4983.0","5216.0","5172.0","4987.0","4790.0","2996.0","2523.0","1625.0","1005.0"
"00EC","MIDDLESBROUGH UA","144779.0","2259.0","9101.0","10842.0","9497.0","11273.0","12494.0","11816.0","10280.0","9210.0","9075.0","7348.0","7417.0","7503.0","7599.0","7274.0","4473.0","3643.0","2283.0","1392.0"
"00EE","REDCAR & CLEVELAND UA","146252.0","1970.0","8291.0","10087.0","9740.0","10285.0","11032.0","11283.0","9708.0","9518.0","10762.0","8908.0","8478.0","7878.0","7604.0","7650.0","5013.0","4074.0","2437.0","1534.0"
"00EF","STOCKTON-ON-TEES UA","175538.0","2450.0","10437.0","12775.0","11791.0","11468.0","13324.0","15094.0","13261.0","12287.0","12602.0","9838.0","9690.0","9442.0","9042.0","8421.0","5157.0","4231.0","2586.0","1642.0"
"00EH","DARLINGTON UA","99334.0","1325.0","5127.0","6386.0","5926.0","6429.0","6990.0","7702.0","7055.0","6708.0","7055.0","5730.0","5518.0","5311.0","5484.0","5643.0","3832.0","3409.0","2275.0","1429.0"
"00ET","HALTON UA","126510.0","2005.0","8079.0","9662.0","9102.0","9572.0","10072.0","10350.0","9277.0","8965.0","9220.0","6848.0","6330.0","5953.0","5809.0","5678.0","3738.0","3063.0","1724.0","1063.0"
