"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","29347615.0","376073.0","1477393.0","1766880.0","1646449.0","1982498.0","2291918.0","2280619.0","1984503.0","1899371.0","2034420.0","1640300.0","1544821.0","1505310.0","1519858.0","1609698.0","1198150.0","1149334.0","819644.0","620376.0"
"","GREAT BRITAIN","28533119.0","363342.0","1425072.0","1702436.0","1584957.0","1917417.0","2227644.0","2219793.0","1930089.0","1850673.0","1985593.0","1596875.0","1505646.0","1467132.0","1482233.0","1572800.0","1169010.0","1123311.0","801901.0","607195.0"
"","ENGLAND & WALES","25898094.0","332039.0","1297698.0","1545267.0","1434720.0","1733662.0","2019531.0","2016416.0","1746716.0","1682821.0","1812786.0","1448454.0","1360169.0","1322876.0","1340236.0","1430284.0","1062333.0","1023752.0","732250.0","556084.0"
"","ENGLAND","24425017.0","313569.0","1223406.0","1455881.0","1351735.0","1635014.0","1914465.0","1909186.0","1655498.0","1589040.0","1712294.0","1365212.0","1282130.0","1245185.0","1257741.0","1342504.0","995433.0","963175.0","689128.0","524421.0"
"","WALES","1473077.0","18470.0","74292.0","89386.0","82985.0","98648.0","105066.0","107230.0","91218.0","93781.0","100492.0","83242.0","78039.0","77691.0","82495.0","87780.0","66900.0","60577.0","43122.0","31663.0"
"","SCOTLAND","2635025.0","31303.0","127374.0","157169.0","150237.0","183755.0","208113.0","203377.0","183373.0","167852.0","172807.0","148421.0","145477.0","144256.0","141997.0","142516.0","106677.0","99559.0","69651.0","51111.0"
"","NORTHERN IRELAND","814496.0","12731.0","52321.0","64444.0","61492.0","65081.0","64274.0","60826.0","54414.0","48698.0","48827.0","43425.0","39175.0","38178.0","37625.0","36898.0","29140.0","26023.0","17743.0","13181.0"
"A","NORTH EAST","1330684.0","16309.0","67351.0","81993.0","76772.0","88961.0","100691.0","101709.0","90270.0","85301.0","89772.0","72362.0","72625.0","72576.0","73797.0","77259.0","54099.0","49618.0","34526.0","24693.0"
"B","NORTH WEST","3525302.0","45949.0","182668.0","216923.0","202108.0","238431.0","268729.0","267679.0","231259.0","222076.0","240895.0","194516.0","187625.0","182847.0","185600.0","197458.0","145939.0","140875.0","100239.0","73486.0"
"D","YORKSHIRE AND THE HUMBER","2525435.0","32056.0","128363.0","151696.0","142704.0","175088.0","199085.0","191748.0","167031.0","160440.0","172796.0","138742.0","133983.0","131041.0","132173.0","140883.0","103915.0","99783.0","70782.0","53126.0"
