"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","57237493.0","773414.0","3050350.0","3631726.0","3420714.0","3898225.0","4519265.0","4660091.0","4079284.0","3764049.0","4119158.0","3376388.0","3098731.0","2935755.0","2906978.0","2858966.0","2183913.0","1880557.0","1237504.0","842425.0"
"","GREAT BRITAIN","55641898.0","747484.0","2943504.0","3500807.0","3293460.0","3767574.0","4390315.0","4537009.0","3967175.0","3665187.0","4021775.0","3287707.0","3021430.0","2863965.0","2836555.0","2792833.0","2132262.0","1838029.0","1210286.0","824541.0"
"","ENGLAND & WALES","50560628.0","683863.0","2682309.0","3179297.0","2983878.0","3411707.0","3977728.0","4124054.0","3592115.0","3330061.0","3669714.0","2994094.0","2738297.0","2590142.0","2570334.0","2543461.0","1944445.0","1679987.0","1107960.0","757182.0"
"","ENGLAND","47699116.0","646172.0","2529461.0","2995683.0","2809967.0","3216834.0","3770989.0","3911495.0","3405116.0","3146702.0","3465564.0","2822373.0","2581045.0","2437962.0","2413875.0","2384810.0","1822529.0","1580830.0","1043774.0","713935.0"
"","WALES","2861512.0","37691.0","152848.0","183614.0","173911.0","194873.0","206739.0","212559.0","186999.0","183359.0","204150.0","171721.0","157252.0","152180.0","156459.0","158651.0","121916.0","99157.0","64186.0","43247.0"
"","SCOTLAND","5081270.0","63621.0","261195.0","321510.0","309582.0","355867.0","412587.0","412955.0","375060.0","335126.0","352061.0","293613.0","283133.0","273823.0","266221.0","249372.0","187817.0","158042.0","102326.0","67359.0"
"","NORTHERN IRELAND","1595595.0","25930.0","106846.0","130919.0","127254.0","130651.0","128950.0","123082.0","112109.0","98862.0","97383.0","88681.0","77301.0","71790.0","70423.0","66133.0","51651.0","42528.0","27218.0","17884.0"
"A","NORTH EAST","2584320.0","33257.0","137152.0","168830.0","158910.0","174392.0","196017.0","203977.0","184884.0","170275.0","182901.0","146735.0","143904.0","140399.0","141310.0","137946.0","99564.0","79782.0","50939.0","33146.0"
"B","NORTH WEST","6829393.0","94713.0","375477.0","448727.0","417580.0","467665.0","524888.0","541276.0","472883.0","438173.0","487823.0","398477.0","376637.0","356011.0","352948.0","346438.0","261145.0","224360.0","146768.0","97404.0"
"D","YORKSHIRE AND THE HUMBER","4921028.0","66446.0","263976.0","313145.0","294713.0","341574.0","394688.0","391211.0","343923.0","318361.0","352295.0","285111.0","267969.0","254581.0","252372.0","251529.0","189602.0","162519.0","105721.0","71292.0"
"E","EAST MIDLANDS","3992976.0","53117.0","210195.0","252509.0","242631.0","274324.0","308787.0","313594.0","280195.0","266842.0","299014.0","244014.0","217068.0","204652.0","204461.0","203472.0","152154.0","127481.0","83314.0","55152.0"
"F","WEST MIDLANDS","5218405.0","72759.0","283132.0","339600.0","320513.0","365309.0","409614.0","410734.0","358413.0","338318.0","376685.0","319196.0","290966.0","272255.0","270428.0","263249.0","197011.0","161963.0","102206.0","66054.0"
"G","EAST","5087962.0","67183.0","268051.0","321172.0","309701.0","345250.0","381171.0","399401.0","361151.0","345010.0","389019.0","311716.0","276084.0","260044.0","256168.0","252330.0","193419.0","167306.0","109489.0","74297.0"
"H","LONDON","6798786.0","102511.0","370322.0","408247.0","354549.0","417315.0","640685.0","710279.0","555726.0","455890.0","460529.0","368424.0","345709.0","324699.0","309905.0","296273.0","229644.0","210204.0","140021.0","97854.0"
"J","SOUTH EAST","7598057.0","98247.0","392015.0","468012.0","446031.0","519675.0","576284.0","596539.0","536760.0","513209.0","576498.0","467224.0","410919.0","382584.0","374146.0","371864.0","293716.0","263689.0","180892.0","129753.0"
"K","SOUTH WEST","4668189.0","57939.0","229141.0","275441.0","265339.0","311330.0","338855.0","344484.0","311181.0","300624.0","340800.0","281476.0","251789.0","242737.0","252137.0","261709.0","206274.0","183526.0","124424.0","88983.0"
"W","WALES","2861512.0","37691.0","152848.0","183614.0","173911.0","194873.0","206739.0","212559.0","186999.0","183359.0","204150.0","171721.0","157252.0","152180.0","156459.0","158651.0","121916.0","99157.0","64186.0","43247.0"
"00EB","HARTLEPOOL UA","90904.0","1240.0","5378.0","6365.0","5820.0","6207.0","6480.0","7249.0","6483.0","5870.0","6273.0","5006.0","5203.0","5188.0","4966.0","4708.0","3227.0","2533.0","1650.0","1058.0"
"00EC","MIDDLESBROUGH UA","144022.0","2194.0","8950.0","10938.0","9599.0","10613.0","12205.0","11800.0","10520.0","9293.0","9155.0","7281.0","7351.0","7316.0","7530.0","7074.0","4821.0","3611.0","2286.0","1485.0"
