"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","27818539.0","395045.0","1559667.0","1857473.0","1752711.0","1993279.0","2279576.0","2331493.0","2034701.0","1879005.0","2057315.0","1689491.0","1545635.0","1451342.0","1397365.0","1314566.0","936189.0","730381.0","409872.0","203433.0"
"","GREAT BRITAIN","27040655.0","381795.0","1504751.0","1790393.0","1687777.0","1925992.0","2213905.0","2270104.0","1979176.0","1829280.0","2009049.0","1645738.0","1507869.0","1417053.0","1364878.0","1284945.0","914144.0","713895.0","400896.0","199015.0"
"","ENGLAND & WALES","24596790.0","349254.0","1370918.0","1626128.0","1529115.0","1745582.0","2006199.0","2064343.0","1793167.0","1663154.0","1833813.0","1500993.0","1370357.0","1285949.0","1240582.0","1173199.0","836809.0","654820.0","368608.0","183800.0"
"","ENGLAND","23212113.0","329967.0","1292638.0","1532384.0","1439640.0","1646230.0","1902135.0","1959333.0","1700525.0","1572068.0","1731927.0","1415045.0","1291629.0","1210706.0","1165505.0","1099706.0","784765.0","616513.0","347804.0","173593.0"
"","WALES","1384677.0","19287.0","78280.0","93744.0","89475.0","99352.0","104064.0","105010.0","92642.0","91086.0","101886.0","85948.0","78728.0","75243.0","75077.0","73493.0","52044.0","38307.0","20804.0","10207.0"
"","SCOTLAND","2443865.0","32541.0","133833.0","164265.0","158662.0","180410.0","207706.0","205761.0","186009.0","166126.0","175236.0","144745.0","137512.0","131104.0","124296.0","111746.0","77335.0","59075.0","32288.0","15215.0"
"","NORTHERN IRELAND","777884.0","13250.0","54916.0","67080.0","64934.0","67287.0","65671.0","61389.0","55525.0","49725.0","48266.0","43753.0","37766.0","34289.0","32487.0","29621.0","22045.0","16486.0","8976.0","4418.0"
"A","NORTH EAST","1252760.0","16907.0","70027.0","86310.0","81491.0","88362.0","97811.0","101244.0","91822.0","85186.0","91503.0","73590.0","71289.0","69133.0","67912.0","63724.0","42401.0","30140.0","16248.0","7660.0"
"B","NORTH WEST","3304030.0","48457.0","191872.0","229461.0","214415.0","237639.0","262765.0","269344.0","234902.0","218724.0","244039.0","200066.0","187916.0","176361.0","169036.0","157609.0","109651.0","83996.0","45990.0","21787.0"
"D","YORKSHIRE AND THE HUMBER","2392125.0","33943.0","134793.0","160289.0","151385.0","173754.0","198636.0","196151.0","172050.0","159763.0","176752.0","143360.0","133466.0","125182.0","121217.0","116469.0","81322.0","62491.0","34419.0","16683.0"
"E","EAST MIDLANDS","1959883.0","27182.0","107426.0","129211.0","124277.0","140998.0","156552.0","157022.0","139995.0","133565.0","150613.0","123421.0","109678.0","102321.0","99782.0","96316.0","67531.0","51239.0","28757.0","13997.0"
"F","WEST MIDLANDS","2560061.0","37364.0","144980.0","173922.0","164792.0","187242.0","207279.0","206197.0","179496.0","170000.0","189696.0","161360.0","147235.0","136687.0","132720.0","122418.0","85127.0","63618.0","33870.0","16058.0"
"G","EAST","2495643.0","34408.0","136718.0","163956.0","158303.0","178194.0","195617.0","201328.0","181281.0","172148.0","194308.0","156975.0","138997.0","129987.0","124494.0","117944.0","85672.0","67822.0","38286.0","19205.0"
"H","LONDON","3282257.0","52007.0","189118.0","208225.0","181567.0","208566.0","311867.0","350909.0","276604.0","226255.0","227473.0","181175.0","171608.0","162206.0","151589.0","135988.0","97317.0","80679.0","46061.0","23043.0"
"J","SOUTH EAST","3703280.0","50079.0","200335.0","240030.0","227772.0","270366.0","297006.0","302889.0","269007.0","256822.0","287853.0","234054.0","206002.0","189853.0","178950.0","169399.0","126178.0","103322.0","61292.0","32071.0"
"K","SOUTH WEST","2262074.0","29620.0","117369.0","140980.0","135638.0","161109.0","174602.0","174249.0","155368.0","149605.0","169690.0","141044.0","125438.0","118976.0","119805.0","119839.0","89566.0","73206.0","42881.0","23089.0"
"W","WALES","1384677.0","19287.0","78280.0","93744.0","89475.0","99352.0","104064.0","105010.0","92642.0","91086.0","101886.0","85948.0","78728.0","75243.0","75077.0","73493.0","52044.0","38307.0","20804.0","10207.0"
"00EB","HARTLEPOOL UA","44044.0","605.0","2749.0","3235.0","2972.0","3196.0","3138.0","3527.0","3189.0","2920.0","3154.0","2513.0","2585.0","2563.0","2414.0","2201.0","1382.0","941.0","513.0","247.0"
"00EC","MIDDLESBROUGH UA","70004.0","1118.0","4524.0","5612.0","4871.0","5326.0","6112.0","5745.0","5161.0","4594.0","4597.0","3647.0","3639.0","3596.0","3695.0","3274.0","2073.0","1325.0","724.0","371.0"
"00EE","REDCAR & CLEVELAND UA","70849.0","960.0","4117.0","5149.0","4958.0","5124.0","5245.0","5613.0","4872.0","4626.0","5357.0","4496.0","4310.0","3845.0","3717.0","3371.0","2340.0","1605.0","791.0","353.0"
"00EF","STOCKTON-ON-TEES UA","85542.0","1298.0","5243.0","6546.0","6107.0","5732.0","6012.0","7314.0","6753.0","6098.0","6441.0","5033.0","4826.0","4606.0","4399.0","3841.0","2404.0","1632.0","848.0","409.0"
"00EH","DARLINGTON UA","47831.0","699.0","2607.0","3277.0","3075.0","3152.0","3217.0","3820.0","3546.0","3368.0","3605.0","2947.0","2771.0","2592.0","2592.0","2477.0","1729.0","1271.0","725.0","361.0"
"00ET","HALTON UA","61249.0","947.0","4119.0","4922.0","4631.0","4792.0","4690.0","4940.0","4520.0","4376.0","4727.0","3543.0","3204.0","2923.0","2800.0","2479.0","1655.0","1189.0","549.0","243.0"
"00EU","WARRINGTON UA","90585.0","1268.0","5269.0","6307.0","5974.0","6363.0","7031.0","8058.0","6831.0","6270.0","6991.0","5819.0","5347.0","4787.0","4231.0","3836.0","2673.0","1974.0","1093.0","463.0"
"00EX","BLACKBURN WITH DARWEN UA","66800.0","1196.0","4492.0","5462.0","4986.0","5151.0","4956.0","5440.0","4781.0","4436.0","4768.0","3664.0","3462.0","3266.0","3074.0","2863.0","2014.0","1540.0","888.0","361.0"
"00EY","BLACKPOOL UA","68330.0","967.0","3397.0","3752.0","3645.0","4263.0","4883.0","5065.0","4300.0","4163.0","4956.0","4418.0","4357.0","4143.0","4163.0","4142.0","2979.0","2530.0","1392.0","815.0"
