"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","56290711.0","713110.0","2806446.0","3488013.0","4349927.0","4753805.0","4369542.0","3842198.0","3961097.0","3869661.0","3187321.0","3085979.0","3150136.0","3192671.0","3047278.0","2714107.0","2397519.0","1737650.0","1004527.0","619724.0"
"","GREAT BRITAIN","54746166.0","686357.0","2699438.0","3358630.0","4204803.0","4605983.0","4243379.0","3739394.0","3863860.0","3773794.0","3105427.0","3008952.0","3075025.0","3118486.0","2977075.0","2652816.0","2343958.0","1700963.0","982536.0","605290.0"
"","ENGLAND & WALES","49581626.0","619763.0","2441734.0","3030885.0","3786211.0","4148474.0","3820052.0","3377441.0","3511980.0","3442500.0","2813381.0","2720856.0","2781751.0","2829116.0","2707512.0","2413401.0","2132623.0","1550366.0","897675.0","555905.0"
"","ENGLAND","46777337.0","584910.0","2303126.0","2854725.0","3569164.0","3915353.0","3612495.0","3199673.0","3320187.0","3255659.0","2654723.0","2568032.0","2624926.0","2661187.0","2544549.0","2269620.0","2007383.0","1459949.0","846172.0","525504.0"
"","WALES","2804289.0","34853.0","138608.0","176160.0","217047.0","233121.0","207557.0","177768.0","191793.0","186841.0","158658.0","152824.0","156825.0","167929.0","162963.0","143781.0","125240.0","90417.0","51503.0","30401.0"
"","SCOTLAND","5164540.0","66594.0","257704.0","327745.0","418592.0","457509.0","423327.0","361953.0","351880.0","331294.0","292046.0","288096.0","293274.0","289370.0","269563.0","239415.0","211335.0","150597.0","84861.0","49385.0"
"","NORTHERN IRELAND","1544545.0","26753.0","107008.0","129383.0","145124.0","147822.0","126163.0","102804.0","97237.0","95867.0","81894.0","77027.0","75111.0","74185.0","70203.0","61291.0","53561.0","36687.0","21991.0","14434.0"
"A","NORTH EAST","2624248.0","33325.0","133254.0","163840.0","204748.0","219969.0","207132.0","179597.0","182939.0","171472.0","146519.0","147824.0","154560.0","158436.0","147962.0","123315.0","105841.0","76183.0","43035.0","24297.0"
"B","NORTH WEST","6907328.0","88390.0","345153.0","435597.0","552135.0","582286.0","528734.0","456910.0","475953.0","463107.0","389961.0","379111.0","389688.0","397360.0","377616.0","336342.0","298466.0","215254.0","122948.0","72317.0"
"D","YORKSHIRE AND THE HUMBER","4906968.0","60992.0","241392.0","307122.0","390994.0","415738.0","381524.0","328050.0","340590.0","329443.0","275407.0","269212.0","274024.0","281638.0","268714.0","239227.0","210067.0","152657.0","88117.0","52060.0"
"E","EAST MIDLANDS","3849393.0","47853.0","194170.0","245990.0","305815.0","320827.0","288442.0","259206.0","278352.0","278787.0","221338.0","210887.0","214966.0","218695.0","207424.0","181094.0","158110.0","113154.0","65117.0","39166.0"
"F","WEST MIDLANDS","5178948.0","66316.0","262351.0","332777.0","424194.0","440816.0","394348.0","349562.0","359609.0","367830.0","303827.0","289371.0","297296.0","299289.0","283072.0","239881.0","201119.0","142138.0","79197.0","45955.0"
"G","EASTERN","4872720.0","61450.0","250653.0","314168.0","377485.0","400765.0","358362.0","327633.0","361655.0","359472.0","283309.0","270882.0","273198.0","270159.0","255650.0","228937.0","200045.0","143259.0","82901.0","52737.0"
"H","LONDON","6765084.0","89270.0","321516.0","359968.0","451412.0","528746.0","593211.0","543894.0","505761.0","458405.0","374757.0","365947.0","379254.0","388347.0","367132.0","327665.0","291615.0","212810.0","124618.0","80756.0"
"J","SOUTH EAST","7273234.0","87092.0","353707.0","439720.0","541650.0","635764.0","544493.0","478747.0","518830.0","524850.0","417278.0","399320.0","399406.0","395388.0","383749.0","352047.0","321093.0","240935.0","143596.0","95569.0"
"K","SOUTH WEST","4399414.0","50222.0","200930.0","255543.0","320731.0","370442.0","316249.0","276074.0","296498.0","302293.0","242327.0","235478.0","242534.0","251875.0","253230.0","241112.0","221027.0","163559.0","96643.0","62647.0"
"W","WALES","2804289.0","34853.0","138608.0","176160.0","217047.0","233121.0","207557.0","177768.0","191793.0","186841.0","158658.0","152824.0","156825.0","167929.0","162963.0","143781.0","125240.0","90417.0","51503.0","30401.0"
