"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","27363571.0","365294.0","1439001.0","1791700.0","2230084.0","2437789.0","2207056.0","1935095.0","1989408.0","1944851.0","1602887.0","1547465.0","1559283.0","1555951.0","1433059.0","1221410.0","1008178.0","645711.0","306042.0","143307.0"
"","GREAT BRITAIN","26606834.0","351667.0","1384415.0","1725125.0","2155676.0","2361294.0","2141666.0","1882563.0","1940234.0","1897006.0","1562376.0","1509806.0","1523410.0","1520875.0","1400589.0","1194251.0","985805.0","631870.0","298835.0","139371.0"
"","ENGLAND & WALES","24119499.0","317663.0","1252173.0","1556876.0","1941753.0","2127819.0","1926766.0","1700076.0","1763548.0","1731545.0","1418704.0","1369486.0","1382171.0","1383053.0","1277739.0","1089966.0","899653.0","578010.0","274213.0","128285.0"
"","ENGLAND","22761260.0","299875.0","1180940.0","1466251.0","1830696.0","2009535.0","1822264.0","1610805.0","1667302.0","1637980.0","1338317.0","1292730.0","1304272.0","1301116.0","1201859.0","1025399.0","847358.0","544864.0","258596.0","121101.0"
"","WALES","1358239.0","17788.0","71233.0","90625.0","111057.0","118284.0","104502.0","89271.0","96246.0","93565.0","80387.0","76756.0","77899.0","81937.0","75880.0","64567.0","52295.0","33146.0","15617.0","7184.0"
"","SCOTLAND","2487335.0","34004.0","132242.0","168249.0","213923.0","233475.0","214900.0","182487.0","176686.0","165461.0","143672.0","140320.0","141239.0","137822.0","122850.0","104285.0","86152.0","53860.0","24622.0","11086.0"
"","NORTHERN IRELAND","756737.0","13627.0","54586.0","66575.0","74408.0","76495.0","65390.0","52532.0","49174.0","47845.0","40511.0","37659.0","35873.0","35076.0","32470.0","27159.0","22373.0","13841.0","7207.0","3936.0"
"A","NORTH EAST","1276883.0","17178.0","68405.0","84305.0","104994.0","110868.0","103725.0","90638.0","92247.0","86682.0","73401.0","73952.0","76606.0","78098.0","70182.0","55279.0","44206.0","27528.0","12884.0","5705.0"
"B","NORTH WEST","3340706.0","45427.0","176936.0","224114.0","283982.0","295183.0","265243.0","230620.0","239534.0","233521.0","196245.0","190888.0","193160.0","193324.0","175832.0","148282.0","121827.0","76220.0","34655.0","15713.0"
"D","YORKSHIRE AND THE HUMBER","2388878.0","31312.0","123694.0","157937.0","200631.0","212253.0","192646.0","166144.0","171942.0","166549.0","138818.0","134995.0","135572.0","138780.0","127590.0","107757.0","87932.0","55905.0","26510.0","11911.0"
"E","EAST MIDLANDS","1891355.0","24450.0","99373.0","126109.0","156739.0","164536.0","145128.0","129790.0","140053.0","141067.0","112690.0","107104.0","107919.0","109124.0","100234.0","83712.0","68676.0","44053.0","21056.0","9542.0"
"F","WEST MIDLANDS","2549288.0","33982.0","134151.0","171513.0","218343.0","225273.0","199438.0","177238.0","181433.0","186485.0","154948.0","147230.0","150461.0","148693.0","135531.0","110534.0","85909.0","53589.0","24081.0","10456.0"
"G","EASTERN","2391417.0","31248.0","128379.0","161319.0","193727.0","206472.0","183367.0","163933.0","180490.0","180697.0","143347.0","136961.0","136612.0","133259.0","122297.0","106052.0","87348.0","56100.0","27000.0","12809.0"
"H","LONDON","3256045.0","45741.0","164853.0","184555.0","230162.0","264370.0","289430.0","270563.0","254013.0","228942.0","187423.0","183972.0","187468.0","189540.0","174579.0","147726.0","122031.0","77675.0","36122.0","16880.0"
"J","SOUTH EAST","3540374.0","44823.0","181888.0","225368.0","277801.0","336122.0","281654.0","243397.0","259674.0","262585.0","209611.0","199914.0","197154.0","190376.0","178965.0","157562.0","135415.0","90662.0","44789.0","22614.0"
"K","SOUTH WEST","2126314.0","25714.0","103261.0","131031.0","164317.0","194458.0","161633.0","138482.0","147916.0","151452.0","121834.0","117714.0","119320.0","119922.0","116649.0","108495.0","94014.0","63132.0","31499.0","15471.0"
"W","WALES","1358239.0","17788.0","71233.0","90625.0","111057.0","118284.0","104502.0","89271.0","96246.0","93565.0","80387.0","76756.0","77899.0","81937.0","75880.0","64567.0","52295.0","33146.0","15617.0","7184.0"
"00EB","HARTLEPOOL UA","45971.0","589.0","2486.0","3249.0","3952.0","4169.0","3793.0","3141.0","3247.0","2957.0","2646.0","2803.0","2854.0","2835.0","2409.0","1830.0","1470.0","926.0","434.0","181.0"
"00EC","MIDDLESBROUGH UA","73581.0","1237.0","4490.0","5351.0","6353.0","6988.0","6683.0","5431.0","5209.0","4534.0","3926.0","3985.0","4342.0","4288.0","3797.0","2741.0","2032.0","1301.0","645.0","248.0"
"00EE","REDCAR & CLEVELAND UA","73637.0","971.0","4181.0","5393.0","6876.0","6673.0","5719.0","5012.0","5291.0","5392.0","4599.0","4284.0","4254.0","4102.0","3744.0","2841.0","2164.0","1300.0","556.0","285.0"
"00EF","STOCKTON-ON-TEES UA","84626.0","1309.0","5089.0","6117.0","7397.0","7341.0","6819.0","6523.0","6561.0","6074.0","4998.0","4935.0","5059.0","4883.0","4029.0","2931.0","2251.0","1369.0","662.0","279.0"
"00EH","DARLINGTON UA","47718.0","645.0","2599.0","3133.0","3889.0","3817.0","3459.0","3242.0","3533.0","3365.0","2832.0","2804.0","2887.0","2921.0","2709.0","2188.0","1762.0","1121.0","534.0","278.0"
"00ET","HALTON UA","60527.0","946.0","4000.0","4926.0","5649.0","5301.0","4679.0","4643.0","4958.0","4310.0","3416.0","3198.0","3248.0","3058.0","2754.0","2226.0","1665.0","984.0","389.0","177.0"
"00EU","WARRINGTON UA","84719.0","1174.0","4722.0","6011.0","7409.0","7597.0","6483.0","5880.0","6243.0","6408.0","5416.0","5043.0","4808.0","4588.0","4197.0","3463.0","2703.0","1550.0","693.0","331.0"
"00EX","BLACKBURN WITH DARWEN UA","69479.0","1173.0","4448.0","5396.0","6317.0","5828.0","5334.0","5010.0","4997.0","4572.0","3830.0","3745.0","3725.0","3773.0","3402.0","2860.0","2503.0","1558.0","703.0","305.0"
"00EY","BLACKPOOL UA","68420.0","752.0","2740.0","3512.0","4849.0","5234.0","4919.0","3998.0","4220.0","4540.0","4004.0","4029.0","4350.0","4560.0","4401.0","4201.0","3771.0","2520.0","1233.0","587.0"
"00FA","KINGSTON UPON HULL, CITY OF UA","132433.0","1923.0","7317.0","9273.0","11253.0","12515.0","12150.0","10022.0","9592.0","7968.0","6742.0","7048.0","7261.0","7502.0","6801.0","5842.0","4521.0","2856.0","1274.0","573.0"
"00FB","EAST RIDING OF YORKSHIRE UA","131949.0","1526.0","6325.0","8805.0","10967.0","11044.0","8746.0","7650.0","9455.0","9910.0","8352.0","8119.0","8012.0","7687.0","7050.0","6634.0","5520.0","3561.0","1737.0","849.0"
"00FC","NORTH EAST LINCOLNSHIRE UA","78622.0","1103.0","4117.0","5510.0","7053.0","7038.0","6174.0","5458.0","5616.0","5420.0","4652.0","4613.0","4512.0","4485.0","4173.0","3350.0","2707.0","1579.0","731.0","331.0"
"00FD","NORTH LINCOLNSHIRE UA","74904.0","942.0","4086.0","5138.0","6466.0","6579.0","5570.0","5014.0","5452.0","5435.0","4581.0","4433.0","4457.0","4425.0","4001.0","3216.0","2491.0","1564.0","714.0","340.0"
"00FF","YORK UA","80240.0","967.0","3819.0","4731.0","6091.0","7977.0","6632.0","5630.0","5862.0","5523.0","4615.0","4466.0","4507.0","4556.0","4412.0","3709.0","3174.0","2084.0","1005.0","480.0"
"00FK","DERBY UA","105612.0","1518.0","5653.0","7267.0","9066.0","9089.0","8206.0","7246.0","7123.0","6915.0","5876.0","5982.0","6264.0","6617.0","6012.0","4800.0","3923.0","2390.0","1141.0","524.0"
"00FN","LEICESTER UA","137408.0","2264.0","8160.0","8878.0","11299.0","12259.0","13255.0","11385.0","9616.0","8003.0","6822.0","6868.0","7268.0","7809.0","7130.0","5805.0","4846.0","3395.0","1636.0","710.0"
"00FP","RUTLAND UA","17368.0","178.0","781.0","1014.0","1271.0","2568.0","1419.0","1207.0","1366.0","1348.0","1088.0","1037.0","901.0","778.0","673.0","597.0","493.0","348.0","195.0","106.0"
"00FY","NOTTINGHAM UA","135738.0","1791.0","6490.0","8335.0","11344.0","13259.0","13748.0","9915.0","8788.0","7961.0","6862.0","7099.0","7760.0","8327.0","7686.0","6238.0","5077.0","3023.0","1417.0","618.0"
"00GA","HEREFORDSHIRE UA","73650.0","874.0","3438.0","4637.0","5808.0","6738.0","5301.0","4782.0","5143.0","5328.0","4290.0","4140.0","4236.0","4276.0","4099.0","3760.0","3164.0","2095.0","1041.0","500.0"
"00GF","TELFORD AND WREKIN UA","62467.0","923.0","3792.0","4970.0","5946.0","5891.0","4602.0","4533.0","4903.0","4933.0","4056.0","3399.0","3194.0","2924.0","2534.0","2250.0","1855.0","1101.0","467.0","194.0"
"00GL","STOKE-ON-TRENT UA","122584.0","1723.0","6359.0","7798.0","9894.0","9722.0","9739.0","9008.0","8893.0","8465.0","6891.0","6731.0","7458.0","8247.0","7275.0","5632.0","4393.0","2736.0","1184.0","436.0"
"00HA","BATH & NORTH EAST SOMERSET UA","77670.0","879.0","3469.0","4400.0","5763.0","7614.0","6765.0","5229.0","5264.0","5235.0","4319.0","4346.0","4519.0","4746.0","4502.0","3846.0","3180.0","2027.0","1016.0","551.0"
"00HB","BRISTOL, CITY OF UA","194283.0","2470.0","9420.0","10886.0","13882.0","17873.0","19118.0","15280.0","14031.0","12821.0","10281.0","10059.0","10688.0","11251.0","10871.0","9228.0","7548.0","4970.0","2377.0","1229.0"
"00HC","NORTH SOMERSET UA","77724.0","936.0","3888.0","5183.0","6479.0","6501.0","4837.0","4554.0","5598.0","6043.0","4801.0","4622.0","4442.0","4355.0","4257.0","3909.0","3276.0","2330.0","1184.0","529.0"
"00HD","SOUTH GLOUCESTERSHIRE UA","100866.0","1321.0","5433.0","7131.0","8975.0","8625.0","7079.0","6932.0","7840.0","8353.0","6827.0","6366.0","6048.0","5530.0","4608.0","3734.0","2964.0","1881.0","832.0","387.0"
"00HG","PLYMOUTH UA","128069.0","1773.0","6566.0","7739.0","9641.0","13342.0","13244.0","9736.0","9448.0","9239.0","7030.0","6733.0","6529.0","6391.0","6189.0","5332.0","4362.0","2807.0","1339.0","629.0"
"00HH","TORBAY UA","51270.0","520.0","2132.0","2806.0","3707.0","3844.0","3022.0","2795.0","3162.0","3419.0","2849.0","2910.0","2839.0","2920.0","3250.0","3430.0","3318.0","2451.0","1278.0","618.0"
"00HN","BOURNEMOUTH UA","64955.0","672.0","2515.0","3179.0","4319.0","4783.0","4618.0","4011.0","3823.0","3895.0","3337.0","3585.0","3930.0","4206.0","4384.0","4333.0","3984.0","2895.0","1593.0","893.0"
"00HP","POOLE UA","57733.0","679.0","2734.0","3514.0","4394.0","4920.0","4086.0","3684.0","3874.0","3996.0","3353.0","3334.0","3314.0","3314.0","3260.0","3128.0","2824.0","1919.0","959.0","447.0"
"00HX","SWINDON UA","74907.0","1116.0","4147.0","5257.0","6196.0","6479.0","6261.0","5848.0","5562.0","5194.0","4338.0","4284.0","4343.0","4373.0","3791.0","2835.0","2233.0","1463.0","815.0","372.0"
"00JA","PETERBOROUGH UA","67738.0","1035.0","4246.0","5039.0","5652.0","5703.0","5587.0","5158.0","5159.0","4754.0","3860.0","3837.0","3875.0","3785.0","3188.0","2595.0","2074.0","1286.0","634.0","271.0"
"00KA","LUTON UA","82626.0","1346.0","5331.0","5797.0","7092.0","7398.0","6982.0","6507.0","6038.0","5649.0","5008.0","4969.0","4675.0","4344.0","3591.0","3020.0","2479.0","1443.0","688.0","269.0"
"00KF","SOUTHEND UA","73100.0","960.0","3536.0","4401.0","5297.0","5344.0","5100.0","4756.0","5182.0","4916.0","3835.0","3829.0","4089.0","4460.0","4572.0","4425.0","3828.0","2562.0","1286.0","722.0"
"00KG","THURROCK UA","62229.0","863.0","3623.0","4546.0","5350.0","5175.0","4613.0","4608.0","5220.0","4699.0","3507.0","3264.0","3486.0","3938.0","3355.0","2418.0","1729.0","1086.0","522.0","227.0"
"00LC","MEDWAY UA","119699.0","1883.0","7602.0","8670.0","10001.0","10430.0","9949.0","9953.0","10304.0","9272.0","7058.0","6441.0","5954.0","5618.0","5367.0","4354.0","3440.0","2028.0","956.0","419.0"
"00MA","BRACKNELL FOREST UA","43629.0","709.0","2628.0","3153.0","3488.0","4535.0","3841.0","3878.0","3811.0","3525.0","2608.0","2380.0","2239.0","2041.0","1640.0","1253.0","952.0","581.0","254.0","113.0"
