"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","27598860.0","386987.0","1494863.0","1813287.0","1799221.0","2216656.0","2392453.0","2180030.0","1923906.0","1975573.0","1929889.0","1572787.0","1505940.0","1485693.0","1431905.0","1253626.0","976784.0","707557.0","375811.0","175892.0"
"","GREAT BRITAIN","26826010.0","372652.0","1439630.0","1746220.0","1733415.0","2145072.0","2323246.0","2120372.0","1871975.0","1926727.0","1882840.0","1533210.0","1469397.0","1451416.0","1399069.0","1224982.0","954742.0","691747.0","367710.0","171588.0"
"","ENGLAND & WALES","24370607.0","339152.0","1308441.0","1582989.0","1567498.0","1937488.0","2101355.0","1918462.0","1696676.0","1755220.0","1720794.0","1393083.0","1333833.0","1318330.0","1273939.0","1119605.0","873598.0","633741.0","337948.0","158455.0"
"","ENGLAND","23002180.0","320129.0","1234044.0","1493285.0","1476332.0","1828759.0","1991223.0","1818465.0","1607033.0","1658130.0","1626640.0","1313113.0","1257716.0","1242472.0","1196398.0","1050804.0","821478.0","597508.0","319064.0","149587.0"
"","WALES","1368427.0","19023.0","74397.0","89704.0","91166.0","108729.0","110132.0","99997.0","89643.0","97090.0","94154.0","79970.0","76117.0","75858.0","77541.0","68801.0","52120.0","36233.0","18884.0","8868.0"
"","SCOTLAND","2455403.0","33500.0","131189.0","163231.0","165917.0","207584.0","221891.0","201910.0","175299.0","171507.0","162046.0","140127.0","135564.0","133086.0","125130.0","105377.0","81144.0","58006.0","29762.0","13133.0"
"","NORTHERN IRELAND","772850.0","14335.0","55233.0","67067.0","65806.0","71584.0","69207.0","59658.0","51931.0","48846.0","47049.0","39577.0","36543.0","34277.0","32836.0","28644.0","22042.0","15810.0","8101.0","4304.0"
"A","NORTH EAST","1256499.0","17489.0","69180.0","84217.0","85825.0","96839.0","104006.0","97743.0","87709.0","88965.0","85172.0","71490.0","71121.0","72459.0","70623.0","59585.0","42876.0","29464.0","15064.0","6672.0"
"B","NORTH WEST","3296496.0","47388.0","184995.0","220895.0","226473.0","261207.0","276579.0","252385.0","224080.0","233332.0","230200.0","190360.0","183721.0","182138.0","174462.0","150293.0","115131.0","82054.0","42067.0","18736.0"
"D","YORKSHIRE AND THE HUMBER","2371688.0","33024.0","128506.0","154518.0","159637.0","193552.0","202094.0","182729.0","162465.0","168217.0","164640.0","135085.0","129938.0","128833.0","126482.0","110286.0","84838.0","60558.0","31836.0","14450.0"
"E","EAST MIDLANDS","1926525.0","25878.0","102102.0","126286.0","128811.0","152970.0","159771.0","146505.0","133124.0","141380.0","140995.0","111659.0","105305.0","104412.0","102202.0","89832.0","68253.0","48949.0","26113.0","11978.0"
"F","WEST MIDLANDS","2550022.0","36204.0","139828.0","169240.0","173745.0","208167.0","213444.0","193631.0","173421.0","180509.0","183727.0","150482.0","142872.0","142338.0","135540.0","116261.0","86772.0","60133.0","30669.0","13039.0"
"G","EAST","2466437.0","33507.0","131167.0","163884.0","163223.0","192946.0","204129.0","190820.0","173449.0","184078.0","180839.0","142181.0","134699.0","131245.0","124736.0","111927.0","88423.0","64213.0","34591.0","16380.0"
"H","LONDON","3257367.0","49936.0","178878.0","199365.0","177263.0","235434.0","336170.0","303970.0","247842.0","233117.0","217627.0","177300.0","173164.0","171824.0","163202.0","136466.0","109602.0","82095.0","43404.0","20708.0"
"J","SOUTH EAST","3655900.0","48335.0","189179.0","237217.0","224883.0","307499.0","312749.0","286291.0","257108.0","271214.0","266494.0","209646.0","197415.0","189930.0","178968.0","163032.0","132405.0","100027.0","55891.0","27617.0"
"K","SOUTH WEST","2221246.0","28368.0","110209.0","137663.0","136472.0","180145.0","182281.0","164391.0","147835.0","157318.0","156946.0","124910.0","119481.0","119293.0","120183.0","113122.0","93178.0","70015.0","39429.0","20007.0"
"W","WALES","1368427.0","19023.0","74397.0","89704.0","91166.0","108729.0","110132.0","99997.0","89643.0","97090.0","94154.0","79970.0","76117.0","75858.0","77541.0","68801.0","52120.0","36233.0","18884.0","8868.0"
"00EB","HARTLEPOOL UA","43866.0","685.0","2589.0","3037.0","3188.0","3303.0","3530.0","3286.0","3035.0","3026.0","2895.0","2527.0","2615.0","2628.0","2532.0","2002.0","1376.0","919.0","485.0","208.0"
"00EC","MIDDLESBROUGH UA","70575.0","1193.0","4545.0","5358.0","5043.0","6193.0","6320.0","5510.0","4862.0","4663.0","4310.0","3707.0","3702.0","3943.0","3771.0","3067.0","2037.0","1336.0","693.0","322.0"
