"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","29418954.0","378369.0","1490683.0","1774253.0","1668003.0","1904946.0","2239689.0","2328598.0","2044583.0","1885044.0","2061843.0","1686897.0","1553096.0","1484413.0","1509613.0","1544400.0","1247724.0","1150176.0","827632.0","638992.0"
"","GREAT BRITAIN","28601243.0","365689.0","1438753.0","1710414.0","1605683.0","1841582.0","2176410.0","2266905.0","1987999.0","1835907.0","2012726.0","1641969.0","1513561.0","1446912.0","1471677.0","1507888.0","1218118.0","1124134.0","809390.0","625526.0"
"","ENGLAND & WALES","25963838.0","334609.0","1311391.0","1553169.0","1454763.0","1666125.0","1971529.0","2059711.0","1798948.0","1666907.0","1835901.0","1493101.0","1367940.0","1304193.0","1329752.0","1370262.0","1107636.0","1025167.0","739352.0","573382.0"
"","ENGLAND","24487003.0","316205.0","1236823.0","1463299.0","1370327.0","1570604.0","1868854.0","1952162.0","1704591.0","1574634.0","1733637.0","1407328.0","1289416.0","1227256.0","1248370.0","1285104.0","1037764.0","964317.0","695970.0","540342.0"
"","WALES","1476835.0","18404.0","74568.0","89870.0","84436.0","95521.0","102675.0","107549.0","94357.0","92273.0","102264.0","85773.0","78524.0","76937.0","81382.0","85158.0","69872.0","60850.0","43382.0","33040.0"
"","SCOTLAND","2637405.0","31080.0","127362.0","157245.0","150920.0","175457.0","204881.0","207194.0","189051.0","169000.0","176825.0","148868.0","145621.0","142719.0","141925.0","137626.0","110482.0","98967.0","70038.0","52144.0"
"","NORTHERN IRELAND","817711.0","12680.0","51930.0","63839.0","62320.0","63364.0","63279.0","61693.0","56584.0","49137.0","49117.0","44928.0","39535.0","37501.0","37936.0","36512.0","29606.0","26042.0","18242.0","13466.0"
"A","NORTH EAST","1331560.0","16350.0","67125.0","82520.0","77419.0","86030.0","98206.0","102733.0","93062.0","85089.0","91398.0","73145.0","72615.0","71266.0","73398.0","74222.0","57163.0","49642.0","34691.0","25486.0"
"B","NORTH WEST","3525363.0","46256.0","183605.0","219266.0","203165.0","230026.0","262123.0","271932.0","237981.0","219449.0","243784.0","198411.0","188721.0","179650.0","183912.0","188829.0","151494.0","140364.0","100778.0","75617.0"
"D","YORKSHIRE AND THE HUMBER","2528903.0","32503.0","129183.0","152856.0","143328.0","167820.0","196052.0","195060.0","171873.0","158598.0","175543.0","141751.0","134503.0","129399.0","131155.0","135060.0","108280.0","100028.0","71302.0","54609.0"
"E","EAST MIDLANDS","2033093.0","25935.0","102769.0","123298.0","118354.0","133326.0","152235.0","156572.0","140200.0","133277.0","148401.0","120593.0","107390.0","102331.0","104679.0","107156.0","84623.0","76242.0","54557.0","41155.0"
"F","WEST MIDLANDS","2658344.0","35395.0","138152.0","165678.0","155721.0","178067.0","202335.0","204537.0","178917.0","168318.0","186989.0","157836.0","143731.0","135568.0","137708.0","140831.0","111884.0","98345.0","68336.0","49996.0"
"G","EAST","2592319.0","32775.0","131333.0","157216.0","151398.0","167056.0","185554.0","198073.0","179870.0","172862.0","194711.0","154741.0","137087.0","130057.0","131674.0","134386.0","107747.0","99484.0","71203.0","55092.0"
"H","LONDON","3516529.0","50504.0","181204.0","200022.0","172982.0","208749.0","328818.0","359370.0","279122.0","229635.0","233056.0","187249.0","174101.0","162493.0","158316.0","160285.0","132327.0","129525.0","93960.0","74811.0"
"J","SOUTH EAST","3894777.0","48168.0","191680.0","227982.0","218259.0","249309.0","279278.0","293650.0","267753.0","256387.0","288645.0","233170.0","204917.0","192731.0","195196.0","202465.0","167538.0","160367.0","119600.0","97682.0"
"K","SOUTH WEST","2406115.0","28319.0","111772.0","134461.0","129701.0","150221.0","164253.0","170235.0","155813.0","151019.0","171110.0","140432.0","126351.0","123761.0","132332.0","141870.0","116708.0","110320.0","81543.0","65894.0"
"W","WALES","1476835.0","18404.0","74568.0","89870.0","84436.0","95521.0","102675.0","107549.0","94357.0","92273.0","102264.0","85773.0","78524.0","76937.0","81382.0","85158.0","69872.0","60850.0","43382.0","33040.0"
"00EB","HARTLEPOOL UA","46860.0","635.0","2629.0","3130.0","2848.0","3011.0","3342.0","3722.0","3294.0","2950.0","3119.0","2493.0","2618.0","2625.0","2552.0","2507.0","1845.0","1592.0","1137.0","811.0"
"00EC","MIDDLESBROUGH UA","74018.0","1076.0","4426.0","5326.0","4728.0","5287.0","6093.0","6055.0","5359.0","4699.0","4558.0","3634.0","3712.0","3720.0","3835.0","3800.0","2748.0","2286.0","1562.0","1114.0"
"00EE","REDCAR & CLEVELAND UA","75096.0","923.0","4094.0","4999.0","4674.0","4983.0","5314.0","5732.0","5036.0","4761.0","5415.0","4522.0","4289.0","3916.0","3885.0","4002.0","3037.0","2570.0","1698.0","1246.0"
"00EF","STOCKTON-ON-TEES UA","89761.0","1231.0","5027.0","6278.0","5778.0","5675.0","6393.0","7588.0","6845.0","6135.0","6396.0","4917.0","4826.0","4674.0","4682.0","4453.0","3154.0","2649.0","1759.0","1301.0"
"00EH","DARLINGTON UA","51487.0","663.0","2569.0","3117.0","2891.0","3136.0","3486.0","3921.0","3670.0","3297.0","3595.0","2836.0","2800.0","2625.0","2812.0","2957.0","2295.0","2151.0","1539.0","1127.0"
"00ET","HALTON UA","64182.0","921.0","3838.0","4680.0","4372.0","4639.0","4817.0","5252.0","4781.0","4495.0","4687.0","3439.0","3147.0","2934.0","2978.0","2927.0","2312.0","1895.0","1212.0","856.0"
"00EU","WARRINGTON UA","93787.0","1227.0","5091.0","5947.0","5561.0","6030.0","6954.0","7915.0","6809.0","6210.0","6934.0","5675.0","5260.0","4528.0","4490.0","4492.0","3603.0","3216.0","2236.0","1609.0"
"00EX","BLACKBURN WITH DARWEN UA","70327.0","1069.0","4417.0","5091.0","4677.0","4885.0","5361.0","5492.0","4777.0","4336.0","4462.0","3581.0","3336.0","3240.0","3265.0","3440.0","2772.0","2728.0","1981.0","1417.0"
"00EY","BLACKPOOL UA","76802.0","876.0","3210.0","3733.0","3436.0","4325.0","5128.0","5235.0","4356.0","4210.0","5045.0","4459.0","4448.0","4363.0","4675.0","5174.0","4262.0","4174.0","3145.0","2548.0"
