"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","56315677.0","714626.0","2864898.0","3362443.0","4213052.0","4721769.0","4480653.0","3886552.0","3844436.0","4018400.0","3241452.0","3113815.0","3113410.0","3143299.0","3173878.0","2570443.0","2401122.0","1770633.0","1043739.0","637057.0"
"","GREAT BRITAIN","54765117.0","687836.0","2757102.0","3235359.0","4071411.0","4573060.0","4352554.0","3781046.0","3747260.0","3922042.0","3156696.0","3036402.0","3038212.0","3069662.0","3101929.0","2510941.0","2346933.0","1733012.0","1021391.0","622269.0"
"","ENGLAND & WALES","49616997.0","622726.0","2493705.0","2921044.0","3670477.0","4120832.0","3922285.0","3412728.0","3403304.0","3579953.0","2862482.0","2747667.0","2747976.0","2782964.0","2823612.0","2283675.0","2136457.0","1579990.0","933659.0","571461.0"
"","ENGLAND","46813693.0","587244.0","2352176.0","2752266.0","3459236.0","3889656.0","3705163.0","3235949.0","3218253.0","3386012.0","2701066.0","2593919.0","2592903.0","2618705.0","2656122.0","2145431.0","2011019.0","1488328.0","880154.0","540091.0"
"","WALES","2803304.0","35482.0","141529.0","168778.0","211241.0","231176.0","217122.0","176779.0","185051.0","193941.0","161416.0","153748.0","155073.0","164259.0","167490.0","138244.0","125438.0","91662.0","53505.0","31370.0"
"","SCOTLAND","5148120.0","65110.0","263397.0","314315.0","400934.0","452228.0","430269.0","368318.0","343956.0","342089.0","294214.0","288735.0","290236.0","286698.0","278317.0","227266.0","210476.0","153022.0","87732.0","50808.0"
"","NORTHERN IRELAND","1550560.0","26790.0","107796.0","127084.0","141641.0","148709.0","128099.0","105506.0","97176.0","96358.0","84756.0","77413.0","75198.0","73637.0","71949.0","59502.0","54189.0","37621.0","22348.0","14788.0"
"A","NORTH EAST","2616854.0","33231.0","135487.0","158539.0","198609.0","216294.0","209968.0","180389.0","177589.0","179261.0","147142.0","147918.0","152028.0","155823.0","155451.0","117616.0","106021.0","77050.0","44253.0","24185.0"
"B","NORTH WEST","6880943.0","89098.0","351743.0","417803.0","532986.0","575352.0","540212.0","460267.0","458724.0","480708.0","393329.0","381876.0","383642.0","390155.0","393613.0","316372.0","297275.0","218512.0","126800.0","72476.0"
"D","YORKSHIRE AND THE HUMBER","4902498.0","61616.0","245579.0","294588.0","378536.0","414102.0","390851.0","331826.0","329186.0","342892.0","278390.0","271498.0","270917.0","276578.0","280284.0","225649.0","210353.0","155200.0","91362.0","53091.0"
"E","EAST MIDLANDS","3854682.0","47710.0","196924.0","236708.0","297022.0","318644.0","296344.0","261995.0","268576.0","289313.0","226944.0","213825.0","212693.0","215567.0","217601.0","172241.0","159001.0","115769.0","67703.0","40102.0"
"F","WEST MIDLANDS","5174671.0","67520.0","266745.0","319103.0","410125.0","439185.0","403922.0","351898.0","347883.0","378491.0","308381.0","292791.0","293073.0","295069.0","295594.0","227847.0","202851.0","145325.0","82455.0","46413.0"
"G","EASTERN","4901572.0","60473.0","255360.0","304390.0","369693.0","400742.0","371718.0","331846.0","349281.0","375233.0","291422.0","275030.0","271092.0","267226.0","268377.0","218073.0","202357.0","147425.0","86991.0","54843.0"
"H","LONDON","6752989.0","90552.0","333538.0","349821.0","434255.0","523265.0","598643.0","548857.0","497311.0","479719.0","378396.0","365506.0","371551.0","379451.0","380075.0","305354.0","289396.0","215680.0","128727.0","82892.0"
"J","SOUTH EAST","7302985.0","86552.0","360298.0","424465.0","526309.0","633414.0","565502.0","487360.0","501559.0","545670.0","428243.0","405372.0","396714.0","390475.0","400166.0","332983.0","321526.0","245917.0","150385.0","100075.0"
"K","SOUTH WEST","4426499.0","50492.0","206502.0","246849.0","311701.0","368658.0","328003.0","281511.0","288144.0","314725.0","248819.0","240103.0","241193.0","248361.0","264961.0","229296.0","222239.0","167450.0","101478.0","66014.0"
"W","WALES","2803304.0","35482.0","141529.0","168778.0","211241.0","231176.0","217122.0","176779.0","185051.0","193941.0","161416.0","153748.0","155073.0","164259.0","167490.0","138244.0","125438.0","91662.0","53505.0","31370.0"
"00EB","HARTLEPOOL UA","93511.0","1222.0","4963.0","5916.0","7495.0","8196.0","7674.0","6365.0","6183.0","6078.0","5241.0","5518.0","5570.0","5551.0","5345.0","3880.0","3445.0","2604.0","1486.0","779.0"
"00EC","MIDDLESBROUGH UA","149075.0","2269.0","8945.0","9948.0","12251.0","13775.0","13453.0","11007.0","9923.0","9303.0","7781.0","7957.0","8344.0","8540.0","8230.0","5751.0","4925.0","3571.0","2061.0","1041.0"
"00EE","REDCAR & CLEVELAND UA","149779.0","1951.0","8198.0","9990.0","12894.0","13199.0","11711.0","9986.0","10228.0","11064.0","9206.0","8648.0","8363.0","8256.0","8126.0","6051.0","5141.0","3565.0","2030.0","1172.0"
"00EF","STOCKTON-ON-TEES UA","172920.0","2497.0","10245.0","11687.0","13948.0","14368.0","14195.0","13179.0","12776.0","12526.0","9987.0","9903.0","9969.0","9775.0","8985.0","6276.0","5450.0","3789.0","2184.0","1181.0"
"00EH","DARLINGTON UA","99504.0","1237.0","5081.0","5950.0","7334.0","7710.0","7369.0","6692.0","6883.0","7005.0","5748.0","5573.0","5685.0","5938.0","6016.0","4730.0","4354.0","3212.0","1848.0","1139.0"
"00ET","HALTON UA","123391.0","1812.0","7733.0","9307.0","10854.0","10536.0","9694.0","9203.0","9490.0","9019.0","6769.0","6421.0","6391.0","6222.0","6239.0","4720.0","4068.0","2788.0","1440.0","685.0"
"00EU","WARRINGTON UA","173400.0","2340.0","9301.0","11178.0","13856.0","14707.0","13566.0","11899.0","12093.0","13243.0","11046.0","9943.0","9403.0","9163.0","9244.0","7295.0","6512.0","4567.0","2587.0","1457.0"
