"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","27420625.0","364810.0","1473936.0","1719821.0","2069036.0","2365582.0","2333323.0","2002238.0","1909743.0","2049939.0","1674729.0","1578844.0","1525683.0","1518482.0","1548466.0","1101890.0","1017368.0","676774.0","338985.0","150976.0"
"","GREAT BRITAIN","26659317.0","351035.0","1418798.0","1654921.0","1998269.0","2289906.0","2265802.0","1947182.0","1860366.0","2001740.0","1631592.0","1540348.0","1489741.0","1483841.0","1514815.0","1075654.0","994636.0","662069.0","331708.0","146894.0"
"","ENGLAND & WALES","24184694.0","318415.0","1283730.0","1495630.0","1803969.0","2063624.0","2043299.0","1757310.0","1689311.0","1826982.0","1484884.0","1398982.0","1351134.0","1348414.0","1382753.0","981737.0","908603.0","605913.0","304618.0","135386.0"
"","ENGLAND","22827983.0","300536.0","1210424.0","1409837.0","1700341.0","1949421.0","1932271.0","1667016.0","1598146.0","1728264.0","1401090.0","1320808.0","1274582.0","1269465.0","1301704.0","921570.0","855644.0","571542.0","287539.0","127783.0"
"","WALES","1356711.0","17879.0","73306.0","85793.0","103628.0","114203.0","111028.0","90294.0","91165.0","98718.0","83794.0","78174.0","76552.0","78949.0","81049.0","60167.0","52959.0","34371.0","17079.0","7603.0"
"","SCOTLAND","2474623.0","32620.0","135068.0","159291.0","194300.0","226282.0","222503.0","189872.0","171055.0","174758.0","146708.0","141366.0","138607.0","135427.0","132062.0","93917.0","86033.0","56156.0","27090.0","11508.0"
"","NORTHERN IRELAND","761308.0","13775.0","55138.0","64900.0","70767.0","75676.0","67521.0","55056.0","49377.0","48199.0","43137.0","38496.0","35942.0","34641.0","33651.0","26236.0","22732.0","14705.0","7277.0","4082.0"
"A","NORTH EAST","1268701.0","16859.0","69331.0","81234.0","98008.0","105650.0","106121.0","92209.0","88214.0","92132.0","75166.0","74293.0","74029.0","75698.0","76810.0","50626.0","44442.0","28450.0","13770.0","5659.0"
"B","NORTH WEST","3317691.0","45192.0","181191.0","212848.0","262328.0","284022.0","275378.0","235413.0","226822.0","245038.0","202354.0","194093.0","187919.0","187823.0","190406.0","132289.0","121447.0","79145.0","38090.0","15893.0"
"D","YORKSHIRE AND THE HUMBER","2382405.0","31800.0","126361.0","149871.0","186188.0","206646.0","200898.0","170637.0","163637.0","175780.0","143740.0","137385.0","132311.0","134008.0","138195.0","96732.0","88602.0","58281.0","28979.0","12354.0"
"E","EAST MIDLANDS","1899079.0","24420.0","100594.0","120513.0","146391.0","160571.0","154590.0","133897.0","132568.0","147816.0","119577.0","110348.0","105718.0","106500.0","109595.0","76331.0","69825.0","46375.0","23305.0","10145.0"
"F","WEST MIDLANDS","2544769.0","34301.0","137217.0","162441.0","201937.0","220709.0","208626.0","180823.0","173277.0","192508.0","161024.0","151123.0","146058.0","145523.0","146951.0","100088.0","88134.0","56461.0","26885.0","10683.0"
"G","EASTERN","2417948.0","31097.0","129626.0","155493.0","183407.0","201223.0","197644.0","171911.0","172098.0","191430.0","152698.0","140900.0","134600.0","131344.0","133690.0","96635.0","89842.0","59922.0","30548.0","13840.0"
"H","LONDON","3253080.0","46444.0","172478.0","181156.0","209427.0","257292.0","309105.0","275151.0","246853.0","243669.0","192874.0","184381.0","180522.0","181742.0","184920.0","127725.0","120727.0","80943.0","40001.0","17670.0"
"J","SOUTH EAST","3585608.0","44644.0","186472.0","218890.0","258498.0","325463.0","304892.0","259466.0","251360.0","278932.0","223492.0","206368.0","195325.0","188366.0","193670.0","142584.0","136922.0","95484.0","50402.0","24378.0"
"K","SOUTH WEST","2158702.0","25779.0","107154.0","127391.0","154157.0","187845.0","175017.0","147509.0","143317.0","160959.0","130165.0","121917.0","118100.0","118461.0","127467.0","98560.0","95703.0","66481.0","35559.0","17161.0"
"W","WALES","1356711.0","17879.0","73306.0","85793.0","103628.0","114203.0","111028.0","90294.0","91165.0","98718.0","83794.0","78174.0","76552.0","78949.0","81049.0","60167.0","52959.0","34371.0","17079.0","7603.0"
"00EB","HARTLEPOOL UA","45097.0","616.0","2456.0","3015.0","3667.0","3848.0","3794.0","3187.0","3084.0","3142.0","2632.0","2738.0","2751.0","2760.0","2686.0","1678.0","1464.0","923.0","481.0","175.0"
