"Code","Name"," ALL AGES","0.0","1-4","5-9","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80-84","85+"
"","UNITED KINGDOM","29205098.0","369801.0","1424673.0","1726498.0","1707875.0","2132463.0","2351506.0","2167480.0","1908786.0","1980448.0","1915565.0","1567548.0","1511689.0","1547540.0","1565865.0","1501652.0","1324962.0","1140622.0","787488.0","572637.0"
"","GREAT BRITAIN","28395994.0","356372.0","1372575.0","1662038.0","1645655.0","2063591.0","2286523.0","2108407.0","1857645.0","1931991.0","1867435.0","1526757.0","1473079.0","1508827.0","1527891.0","1466333.0","1294613.0","1115241.0","770929.0","560092.0"
"","ENGLAND & WALES","25752377.0","324388.0","1247096.0","1506524.0","1487744.0","1861277.0","2071351.0","1909622.0","1682324.0","1759679.0","1703927.0","1380885.0","1328814.0","1361940.0","1384442.0","1332039.0","1177759.0","1015559.0","703500.0","513507.0"
"","ENGLAND","24298239.0","306160.0","1176215.0","1421325.0","1401498.0","1756910.0","1962435.0","1809580.0","1594276.0","1662581.0","1610119.0","1302270.0","1252575.0","1283705.0","1299462.0","1249543.0","1107058.0","955740.0","662374.0","484413.0"
"","WALES","1454138.0","18228.0","70881.0","85199.0","86246.0","104367.0","108916.0","100042.0","88048.0","97098.0","93808.0","78615.0","76239.0","78235.0","84980.0","82496.0","70701.0","59819.0","41126.0","29094.0"
"","SCOTLAND","2643617.0","31984.0","125479.0","155514.0","157911.0","202314.0","215172.0","198785.0","175321.0","172312.0","163508.0","145872.0","144265.0","146887.0","143449.0","134294.0","116854.0","99682.0","67429.0","46585.0"
"","NORTHERN IRELAND","809104.0","13429.0","52098.0","64460.0","62220.0","68872.0","64983.0","59073.0","51141.0","48457.0","48130.0","40791.0","38610.0","38713.0","37974.0","35319.0","30349.0","25381.0","16559.0","12545.0"
"A","NORTH EAST","1333280.0","16649.0","66081.0","80178.0","80436.0","95636.0","104808.0","98804.0","87112.0","88564.0","84029.0","71631.0","71938.0","75283.0","76212.0","71222.0","59242.0","49389.0","33450.0","22616.0"
"B","NORTH WEST","3524171.0","45222.0","176489.0","210245.0","212382.0","256132.0","276732.0","255370.0","222397.0","233340.0","227198.0","189021.0","183402.0","189468.0","192553.0","184566.0","163568.0","141424.0","97155.0","67507.0"
"D","YORKSHIRE AND THE HUMBER","2507462.0","32001.0","121985.0","147228.0","149706.0","187902.0","199837.0","181604.0","159618.0","167679.0","161567.0","134162.0","131139.0","134454.0","136094.0","130841.0","115621.0","99037.0","68332.0","48655.0"
"E","EAST MIDLANDS","1998768.0","24913.0","97322.0","120168.0","122496.0","145265.0","157095.0","146546.0","132074.0","140671.0","137060.0","108666.0","102974.0","105838.0","106862.0","101658.0","87580.0","74473.0","51011.0","36096.0"
"F","WEST MIDLANDS","2644548.0","34360.0","132599.0","160955.0","163469.0","198824.0","210693.0","192462.0","169571.0","178641.0","178792.0","146156.0","139223.0","141984.0","143139.0","135997.0","114938.0","95231.0","64044.0","43470.0"
"G","EAST","2564322.0","32017.0","125399.0","156705.0","156154.0","181171.0","196397.0","187764.0","172997.0","185834.0","178728.0","139226.0","132172.0","133628.0","134454.0","128155.0","112988.0","95927.0","66083.0","48523.0"
"H","LONDON","3508190.0","47667.0","171122.0","190962.0","167091.0","247497.0","349296.0","310279.0","249562.0","237290.0","220815.0","179464.0","173949.0","176744.0","172357.0","164830.0","151082.0","133593.0","92166.0","72424.0"
"J","SOUTH EAST","3849140.0","46197.0","180373.0","224383.0","219243.0","278286.0","294223.0","275620.0","253202.0","271478.0","265475.0","209132.0","196893.0","198537.0","201321.0","196679.0","178737.0","158417.0","114010.0","86934.0"
"K","SOUTH WEST","2368358.0","27134.0","104845.0","130501.0","130521.0","166197.0","173354.0","161131.0","147743.0","159084.0","156455.0","124812.0","120885.0","127769.0","136470.0","135595.0","123302.0","108249.0","76123.0","58188.0"
"W","WALES","1454138.0","18228.0","70881.0","85199.0","86246.0","104367.0","108916.0","100042.0","88048.0","97098.0","93808.0","78615.0","76239.0","78235.0","84980.0","82496.0","70701.0","59819.0","41126.0","29094.0"
"00EB","HARTLEPOOL UA","46531.0","651.0","2484.0","2983.0","2927.0","3399.0","3567.0","3538.0","3046.0","3011.0","2816.0","2555.0","2638.0","2663.0","2618.0","2366.0","1865.0","1584.0","1111.0","709.0"
"00EC","MIDDLESBROUGH UA","74131.0","1131.0","4347.0","5072.0","4795.0","6220.0","6321.0","5908.0","4944.0","4600.0","4236.0","3734.0","3783.0","3952.0","4074.0","3523.0","2782.0","2251.0","1532.0","926.0"
"00EE","REDCAR & CLEVELAND UA","75310.0","982.0","4044.0","4869.0","5043.0","5531.0","5921.0","5465.0","4800.0","5162.0","5183.0","4359.0","4029.0","4071.0","4012.0","3774.0","3062.0","2357.0","1594.0","1052.0"
"00EF","STOCKTON-ON-TEES UA","89439.0","1216.0","5083.0","6111.0","5863.0","6077.0","7462.0","7417.0","6374.0","6314.0","5782.0","4793.0","4786.0","4875.0","4714.0","4035.0","3212.0","2507.0","1664.0","1154.0"
"00EH","DARLINGTON UA","51057.0","635.0","2402.0","2999.0","2926.0","3371.0","3813.0","3713.0","3425.0","3427.0","3239.0","2774.0","2651.0","2818.0","2996.0","2776.0","2486.0","2123.0","1488.0","995.0"
"00ET","HALTON UA","63803.0","960.0","3692.0","4590.0","4653.0","4891.0","5167.0","5139.0","4627.0","4631.0","4117.0","3192.0","3060.0","3071.0","3060.0","2894.0","2339.0","1846.0","1152.0","722.0"
"00EU","WARRINGTON UA","91741.0","1200.0","4799.0","5617.0","5729.0","6414.0","7667.0","7252.0","6161.0","6470.0","6480.0","5288.0","4753.0","4599.0","4570.0","4351.0","3720.0","3150.0","2144.0","1377.0"
